2,8.00000000,0.88888889
3,6.92820323,0.87386802
4,5.65685425,0.84977890
5,4.70228202,0.82463161
6,4.00000000,0.80000000
7,3.34926665,0.77007618
8,3.05529777,0.75340898
9,2.74391668,0.73290004
10,2.55270118,0.71852403
